id,intitule,description,dateCreation,dateActualisation,lieuTravail,romeCode,romeLibelle,appellationlibelle,entreprise,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,competences,salaire,dureeTravailLibelle,dureeTravailLibelleConverti,alternance,contact,agence,nombrePostes,accessibleTH,deplacementCode,deplacementLibelle,qualificationCode,qualificationLibelle,codeNAF,secteurActivite,secteurActiviteLibelle,qualitesProfessionnelles,origineOffre,offresManqueCandidats,contexteTravail,formations,permis,langues
192FJVZ,Responsable équipe champs (H/F),"SOBANOR est une société de prestations de services pour des sociétés agricoles basées à Basse-Pointe, spécialisées dans la production de fruits tropicaux et subtropicaux.

Notre vision d'entreprise : s'engager à produire une banane de haute qualité en cultivant notre passion pour l'innovation. Nos valeurs : excellence, exemplarité, loyauté, partage et bienveillance.

Dans un contexte de croissance soutenue et afin d'accompagner le développement de notre activité, nous recrutons, au sein de l'une de nos exploitations, un Responsable d'équipe champs en CDI.

Poste :

Rattaché au Directeur d'Exploitation, vous organisez le travail de l'équipe au quotidien, garantissez l'atteinte des objectifs quantitatifs et qualitatifs ainsi que le respect des règles d'hygiène et de sécurité aux champs.

Chef d'orchestre de l'activité dans les champs, vos principales missions sont :
- Organiser et planifier l'activité : programmes et planning de travail, équipements et matériels, dosages des produits
- Animer et coordonner une équipe composée de 20 à 40 ouvriers
- Gérer le personnel : affectation, consignes, suivi du développement des collaborateurs, évaluations, sanctions disciplinaires.
- Assurer un suivi rigoureux des performances en termes de rendement et de productivité
- Garantir une gestion optimale des stocks (équipements matériels, produits.)
- Veiller à la maintenance et au bon fonctionnement du matériel et des équipements
- Garantir le respect de la réglementation et des normes qualité, sécurité, environnement concernant les personnes, les produits et les biens
- Effectuer un reporting quotidien au Directeur tant sur la gestion des équipes, l'état des champs que les besoins en matériel et produits

Cette description tient compte des principales tâches mais n'est pas limitative.

Profil : 

De formation Bac Pro agricole ou BTS, vous justifiez d'une expérience opérationnelle confirmée dans le management d'équipes ouvrières.
Vous avez évolué dans des environnements agricoles et connaissez la polyvalence nécessaire et la diversité des missions liées à ces organisations.
Vous maîtrisez les outils bureautiques (Word/Excel).
Votre charisme, votre pragmatisme et votre rigueur professionnelle vous permettront de fédérer votre équipe et d'atteindre vos résultats.

Le permis B est indispensable.

Statut et avantages : 

- CDI, 35 heures hebdomadaires
- Rémunération à discuter selon l'expérience",2025-05-09T21:56:16.483Z,2025-05-09T21:56:16.924Z,"{'libelle': '972 - Basse-Pointe', 'latitude': 14.844242, 'longitude': -61.111017, 'codePostal': '97218', 'commune': '97203'}",A1416,Agriculteur / Agricultrice,Chef d'équipe d'exploitation agricole,"{'nom': 'SOBANOR', 'entrepriseAdaptee': False}",CDI,CDI,Contrat travail,E,3 An(s),"[{'code': '116780', 'libelle': ""Procédures d'entretien de bâtiments agricoles"", 'exigence': 'S'}, {'code': '100011', 'libelle': 'Techniques culturales', 'exigence': 'S'}, {'code': '122854', 'libelle': 'Techniques de fauchage', 'exigence': 'S'}, {'code': '300440', 'libelle': 'Animer, coordonner une équipe', 'exigence': 'S'}, {'code': '122853', 'libelle': 'Récolter un produit à maturité et selon les consignes de calibrage', 'exigence': 'S'}]","{'commentaire': 'A négocier', 'complement1': 'Autre', 'complement2': 'Primes'}",35H Travail en journée,Temps plein,False,"{'coordonnees1': 'https://app.beetween.com/WeaselWeb/p/#/apply/job/jtxwcebtyq/responsable-equipe-champs', 'urlPostulation': 'https://app.beetween.com/WeaselWeb/p/#/apply/job/jtxwcebtyq/responsable-equipe-champs'}",{},1,False,2,Ponctuels Zone départementale,8,Agent de maîtrise,70.10Z,70,Activités des sièges sociaux,"[{'libelle': 'Organiser son travail selon les priorités et les objectifs', 'description': 'Capacité à planifier, prioriser, anticiper des actions, en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser.'}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}, {'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}]","{'origine': '1', 'urlOrigine': 'https://candidat.francetravail.fr/offres/recherche/detail/192FJVZ'}",False,{'horaires': ['35H Travail en journée']},,,
192FJVX,Chef de service maintenance industrielle,"MECAGRI est une entreprise prestataire de services agricoles pour plusieurs exploitations productrices de bananes situées à Basse-Pointe.
Notre vision d'entreprise : s'engager à produire une banane de haute qualité en cultivant notre passion pour l'innovation. Nos valeurs : excellence, exemplarité, loyauté, partage et bienveillance.

Dans un contexte de croissance soutenue et afin d'accompagner le développement de notre activité, nous recrutons un Technicien de Maintenance Industrielle en CDI.

Poste : 

Sous la responsabilité du Responsable d'atelier et au sein d'une équipe de mécaniciens et de soudeurs, vous avez pour objectif prioritaire d'éviter la panne et l'interruption de la production grâce à la maintenance préventive et aux interventions curatives.

A ce titre, vos principales missions sont : 
- Assurer la maintenance des équipements, des installations et des matériels de votre périmètre
- Effectuer le dépannage d'urgence, les interventions de maintenance préventives et curatives en électromécanique, pneumatique, automatisme dans le respect des conditions d'hygiène et de sécurité
- Assurer un reporting régulier, alerter sur les anomalies, risques et incidents et être force de proposition

Cette description tient compte des principales tâches mais n'est pas limitative. Vous pourrez être amené à intervenir en tant que mécanicien en fonction de la charge de travail.

Profil : 

Pour ce poste exigeant, nous attendons un candidat de formation BTS électrotechnique ou maintenance industrielle ou justifiant d'une expérience équivalente.

Une expérience significative en industrie vous a permis d'acquérir une maîtrise technique tant sur les plans mécanique, électrique, pneumatique et automatique. 

L'habilitation électrique est un plus.

Vous détenez des capacités et un intérêt marqué pour l'amélioration continue et êtes habitué à exercer vos fonctions dans un environnement technique avec des enjeux de productivité et de qualité exigeants.

Vous êtes reconnu pour votre réactivité, votre rigueur et votre capacité à diagnostiquer. Enfin, votre disponibilité et votre ponctualité sont des atouts essentiels pour réussir à ce poste.

Ce poste en CDI est à pourvoir rapidement.

Statut et avantages : 

- Statut technicien - 35 heures hebdomadaires
- Rémunération à discuter selon l'expérience",2025-05-09T21:48:22.934Z,2025-05-09T21:48:23.312Z,"{'libelle': '972 - Basse-Pointe', 'latitude': 14.844242, 'longitude': -61.111017, 'codePostal': '97218', 'commune': '97203'}",I1102,Ingénieur / Ingénieure de maintenance industrielle,Chef de service maintenance industrielle,"{'nom': 'MECAGRI', 'entrepriseAdaptee': False}",CDI,CDI,Contrat travail,E,2 An(s),"[{'code': '300180', 'libelle': ""Contrôler la conformité d'un équipement, d'une machine, d'une installation"", 'exigence': 'S'}, {'code': '300146', 'libelle': 'Élaborer des processus et des modes opératoires techniques', 'exigence': 'S'}, {'code': '125310', 'libelle': 'Planifier les opérations de maintenance des équipements', 'exigence': 'S'}, {'code': '124814', 'libelle': 'Proposer des améliorations techniques continues', 'exigence': 'S'}]","{'commentaire': 'Selon expérience', 'complement1': 'Autre'}",35H Travail en journée,Temps plein,False,"{'coordonnees1': 'https://app.beetween.com/WeaselWeb/p/#/apply/job/7kweb20lt3/technicien-de-maintenance-industrielle', 'urlPostulation': 'https://app.beetween.com/WeaselWeb/p/#/apply/job/7kweb20lt3/technicien-de-maintenance-industrielle'}",{},1,False,1,Jamais,7,Technicien,70.10Z,70,Activités des sièges sociaux,"[{'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Prendre des initiatives et être force de proposition', 'description': 'Capacité à initier, imaginer des propositions nouvelles pour résoudre les problèmes identifiés ou améliorer une situation. Être proactif.'}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]","{'origine': '1', 'urlOrigine': 'https://candidat.francetravail.fr/offres/recherche/detail/192FJVX'}",False,{'horaires': ['35H Travail en journée']},,,
192FJVT,Boulanger / Boulangère,"Rattaché(e) au Responsable de site, vous préparez et confectionnez des produits de boulangerie et pâtisserie selon les règles d'hygiène et de sécurité alimentaire.

Vos principales missions seront :
- Procéder à la cuisson/précuisson des pâtons, des pièces de viennoiseries et défourner les pains, les viennoiseries
- Effectuer la décoration des produits (graines de pavot, graines de sésame, farine .) avant cuisson
- Préparer les réassorts après vérification des vitrines
- Planifier et réaliser la production selon les commandes clients, selon les produits en stock, la saisonnalité (Noël, fête des mères, communion, mariage, .) ou les recommandations de votre Manager
- Contribuer à la bonne organisation de la production.
- Veiller à la bonne tenue de l'espace de travail (propreté, rangement, entretien du matériel).

Compétences requises :
- Rigueur
- Rapidité
- Goût du produit
- Esprit d'ordre
- Capacité d'innovation
- Esprit d'équipe

Connaissances requises :
- Normes d'hygiène et de qualité
- Maîtrise de la composition des différents produits en boulangerie et en pâtisserie
- Connaissance de la méthode de tourage 

Profil :
Issu d'un CAP ou BEP, vous justifiez d'une première expérience dans le domaine de la pâtisserie et/ou de la boulangerie.",2025-05-09T21:42:24.637Z,2025-05-09T21:42:24.995Z,"{'libelle': '972 - LE LAMENTIN', 'latitude': 14.636808, 'longitude': -60.991071, 'codePostal': '97232', 'commune': '97213'}",D1102,Boulanger / Boulangère,Boulanger / Boulangère,{'entrepriseAdaptee': False},CDD,CDD - 3 Mois,Contrat travail,E,5 Mois,"[{'code': '101738', 'libelle': 'Caractéristiques des farines levure, additifs', 'exigence': 'S'}, {'code': '126290', 'libelle': 'Bouler et effectuer la tourne ou le façonnage des pâtons', 'exigence': 'S'}, {'libelle': ""Utilisation d'un laminoir"", 'exigence': 'E'}]",{'libelle': 'Mensuel de 2059.2 Euros sur 12.0 mois'},39H Travail en journée,Temps plein,False,{},{},1,False,,,6,Employé qualifié,10.71C,10,Boulangerie et boulangerie-pâtisserie,"[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Organiser son travail selon les priorités et les objectifs', 'description': 'Capacité à planifier, prioriser, anticiper des actions, en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser.'}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]","{'origine': '1', 'urlOrigine': 'https://candidat.francetravail.fr/offres/recherche/detail/192FJVT'}",False,{'horaires': ['39H Travail en journée']},"[{'codeFormation': '21538', 'domaineLibelle': 'Boulangerie', 'niveauLibelle': 'CAP, BEP et équivalents', 'exigence': 'E'}, {'codeFormation': '21538', 'domaineLibelle': 'Boulangerie', 'niveauLibelle': 'Bac ou équivalent', 'exigence': 'S'}]","[{'libelle': 'B - Véhicule léger', 'exigence': 'S'}]",
192FJVS,Mécanicien / Mécanicienne agricole,"MECAGRI est une entreprise prestataire de services agricoles pour plusieurs exploitations productrices de bananes situées à Basse-Pointe.
Notre vision d'entreprise : s'engager à produire une banane de haute qualité en cultivant notre passion pour l'innovation. Nos valeurs : excellence, exemplarité, loyauté, partage et bienveillance.

Dans un contexte de croissance soutenue et afin d'accompagner le développement de notre activité, nous recrutons, au sein de notre atelier de mécanique agricole, un mécanicien en CDI.

Poste :

Sous la responsabilité directe du Responsable de l'atelier, vous menez à bien les travaux d'entretien et de réparation mécanique des engins agricoles (tracteur et voitures).

Pour réussir pleinement votre mission, vous vous attachez à :

- Effectuer tous les travaux demandés dans le respect des normes et dans un minimum de temps 
- Signaler à votre Responsable toute intervention supplémentaire nécessaire ou utile dans l'intérêt de l'entreprise
- Réaliser l'ensemble des interventions de la maintenance préventive et corrective
- Mener à bien la réfection complète de tout moteurs avec ajustement, montage et réglages
- Effectuer les réglages et la mise au point de tous les organes et procéder aux essais

Profil : 

De préférence titulaire d'un CAP à BAC Professionnel Maintenance matériel Agricole ou Automobile, vous justifiez d'une expérience de 2 ans minimum acquise sur un poste similaire au sein d'un atelier d'une concession automobiles ou d'un garage de mécanique agricole. Des connaissances en électromécanique seront un plus pour le poste.

Vous connaissez le principe de fonctionnement d'un moteur, l'hydraulique, l'injection et la pneumatique.

Passionné de mécanique, vous faites preuve de rigueur, de méthode, de logique. Vous avez le sens du service, le souci de la qualité et du travail bien fait.


Ce poste en CDI est à pourvoir immédiatement. 

Statut et avantages : 

- CDI, 35 heures hebdomadaires
- Rémunération : SMIC, à négocier selon l'expérience.",2025-05-09T21:41:17.784Z,2025-05-09T21:41:18.204Z,"{'libelle': '972 - Basse-Pointe', 'latitude': 14.844242, 'longitude': -61.111017, 'codePostal': '97218', 'commune': '97203'}",I1603,Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles,Mécanicien / Mécanicienne agricole,"{'nom': 'MECAGRI', 'entrepriseAdaptee': False}",CDI,CDI,Contrat travail,E,2 An(s),"[{'code': '106362', 'libelle': 'Circuits hydrauliques', 'exigence': 'S'}, {'code': '104547', 'libelle': 'Pneumatique', 'exigence': 'S'}]","{'commentaire': 'Selon expérience', 'complement1': 'Autre'}",35H Travail en journée,Temps plein,False,"{'coordonnees1': 'https://app.beetween.com/WeaselWeb/p/#/apply/job/2thoj43fd7/mecanicien-agricole', 'urlPostulation': 'https://app.beetween.com/WeaselWeb/p/#/apply/job/2thoj43fd7/mecanicien-agricole'}",{},1,False,2,Ponctuels Zone départementale,6,Employé qualifié,70.10Z,70,Activités des sièges sociaux,"[{'libelle': 'Organiser son travail selon les priorités et les objectifs', 'description': 'Capacité à planifier, prioriser, anticiper des actions, en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser.'}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}]","{'origine': '1', 'urlOrigine': 'https://candidat.francetravail.fr/offres/recherche/detail/192FJVS'}",False,{'horaires': ['35H Travail en journée']},,,
192FJVR,Plongeur / Plongeuse en restauration (H/F),"Le restaurant étoilé la Maison dans le Parc à Nancy recherche un plongeur (H/F) pour les horaires suivants :
- le mardi 9h - 18h
- du mercredi au samedi inclus 9h - 16h 

Nettoyage des locaux, de la vaisselle, rangement et organisation des postes.",2025-05-09T21:40:36.348Z,2025-05-09T21:40:36.769Z,"{'libelle': '54 - NANCY', 'latitude': 48.688135, 'longitude': 6.171263, 'codePostal': '54000', 'commune': '54395'}",G1605,Plongeur officier / Plongeuse officière de cuisine,Plongeur / Plongeuse en restauration,"{'nom': 'LA MAISON DANS LE PARC', 'entrepriseAdaptee': False}",CDI,CDI,Contrat travail,E,1 Mois,"[{'code': '300282', 'libelle': 'Entretenir, nettoyer un espace, un lieu, un local', 'exigence': 'E'}, {'code': '104263', 'libelle': 'Essuyer et ranger la vaisselle, la verrerie, les ustensiles de cuisine', 'exigence': 'E'}, {'code': '104262', 'libelle': 'Réaliser la plonge', 'exigence': 'E'}]","{'libelle': 'Horaire de 11.88 Euros sur 12.0 mois', 'complement1': 'Primes', 'complement2': 'Restauration'}",35H Travail en journée,Temps plein,False,"{'nom': 'LA MAISON DANS LE PARC - Mme Roxane Coulombeau', 'coordonnees1': 'Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/192FJVR', 'courriel': 'Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/192FJVR'}",{},2,False,1,Jamais,2,Ouvrier spécialisé,56.10A,56,Restauration traditionnelle,"[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Travailler en équipe', 'description': ""Capacité à travailler et à se coordonner avec les autres au sein de l'entreprise pour réaliser les objectifs fixés.""}]","{'origine': '1', 'urlOrigine': 'https://candidat.francetravail.fr/offres/recherche/detail/192FJVR'}",False,{'horaires': ['35H Travail en journée']},,,
192FJVP,Demi-chef de partie (H/F),"La Brasserie Balthazar, située au pôle restauration de la zone commerciale Auchan à Perpignan recrute deux demi-chefs de partie  (froid/dessert et chaud). 

Nous recherchons une personne qui est force de proposition, qui fait preuve de créativité et qui garantira l'application des règles d'hygiène et de sécurité.

Vous bénéficierez de deux jours de repos consécutifs et finirez le soir aux alentours de 22h30. Expérience exigée.
Notre Brasserie est ouverte 7J/7 de 10h à 22h (sauf le dimanche 10h/14h et 18h/22h).",2025-05-09T21:32:16.466Z,2025-05-09T21:32:16.920Z,"{'libelle': '66 - PERPIGNAN', 'latitude': 42.701392, 'longitude': 2.902878, 'codePostal': '66000', 'commune': '66136'}",G1609,Cuisinier / Cuisinière,Demi-chef de partie,"{'nom': 'BRASSERIE BALTHAZAR', 'entrepriseAdaptee': False}",CDI,CDI,Contrat travail,E,1 An(s),"[{'code': '124919', 'libelle': 'Cuire des viandes, poissons ou légumes', 'exigence': 'E'}, {'code': '124935', 'libelle': 'Dresser des plats pour le service', 'exigence': 'E'}]","{'commentaire': 'Selon expérience', 'complement1': 'Autre'}",39H Travail en journée,Temps plein,False,{},{},2,False,1,Jamais,6,Employé qualifié,56.10A,56,Restauration traditionnelle,"[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': ""Être à l'écoute, faire preuve d'empathie"", 'description': ""Capacité à écouter activement, réceptionner des informations et messages, faire preuve d'ouverture d'esprit et de diplomatie.""}]","{'origine': '1', 'urlOrigine': 'https://candidat.francetravail.fr/offres/recherche/detail/192FJVP'}",False,{'horaires': ['39H Travail en journée']},,,
192FJVN,Mécanicien-réparateur / Mécanicienne-réparatrice d'engins de chantier,"URGENT pour un de nos clients, recherche mécanicien(ne) pour engins de chantier :
-Diagnostiquer les pannes : Le mécanicien doit identifier les problèmes techniques sur les engins de chantier, tels que les pelleteuses, bulldozers, niveleuses, compacteurs et autres équipements lourds.

- Réaliser les réparations : Une fois la panne identifiée, le mécanicien procède aux réparations nécessaires, en remplaçant ou réparant les pièces défectueuses. Il doit maîtriser les techniques de soudure, d'assemblage et de montage.

- Assurer l'entretien courant : Le mécanicien d'engins de chantier effectue des opérations d'entretien courant, telles que la vidange, le graissage, le changement de filtres, le contrôle des niveaux, et le réglage des freins.

- Maintenance préventive : Il met en place et suit un programme de maintenance préventive pour éviter les pannes et prolonger la durée de vie des engins.

- Gérer le stock de pièces détachées : Le mécanicien doit assurer la gestion du stock de pièces détachées et passer les commandes nécessaires pour maintenir un inventaire suffisant.

- Respecter les normes de sécurité : Il doit veiller au respect des normes de sécurité et d'hygiène lors de ses interventions sur les engins, et s'assurer que les équipements sont conformes aux réglementations en vigueur.

- Conseiller les opérateurs : Le mécanicien d'engins de chantier est amené à conseiller les opérateurs sur l'utilisation et l'entretien courant des engins, ainsi que sur les bonnes pratiques pour prévenir les pannes.

- Collaborer avec les équipes du chantier : Il travaille en étroite collaboration avec les chefs de chantier, les conducteurs d'engins et les autres membres de l'équipe pour assurer le bon fonctionnement et la disponibilité des engins sur le chantier.

- Suivre les évolutions techniques : Le mécanicien d'engins de chantier doit se tenir informé des évolutions techniques et des nouvelles réglementations liées à son métier, afin de proposer des solutions adaptées et d'optimiser ses interventions.
- savoir les règles de sécurité",2025-05-09T21:26:59.494Z,2025-05-09T21:26:59.915Z,"{'libelle': '971 - BAIE MAHAULT', 'latitude': 16.245166, 'longitude': -61.594891, 'codePostal': '97122', 'commune': '97103'}",I1616,Mécanicien / Mécanicienne d'engins de chantier et de travaux publics,Mécanicien(ne)-réparateur(trice) d'engins de chantier,"{'nom': 'TRAPARINTER', 'entrepriseAdaptee': False}",MIS,Intérim - 12 Mois,Contrat travail,E,2 An(s),"[{'code': '106362', 'libelle': 'Circuits hydrauliques', 'exigence': 'E'}, {'code': '104547', 'libelle': 'Pneumatique', 'exigence': 'E'}]",{'libelle': 'Horaire de 12.0 Euros à 14.0 Euros sur 0.0 mois'},35H Travail en journée,Temps plein,False,"{'nom': 'TRAPARINTER - Mme TRAPARINTER TRAPARINTER', 'coordonnees1': 'Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/192FJVN', 'courriel': 'Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/192FJVN'}",{},1,False,1,Jamais,1,Manœuvre,78.20Z,78,Activités des agences de travail temporaire,"[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Faire preuve de rigueur et de précision', 'description': ""Capacité à réaliser des tâches en suivant avec exactitude les règles, les procédures, les instructions qui ont été fournies, sans réaliser d'erreur et à transmettre clairement des informations. Se montrer ponctuel et respectueux des règles de savoir-vivre usuelles.""}, {'libelle': 'Organiser son travail selon les priorités et les objectifs', 'description': 'Capacité à planifier, prioriser, anticiper des actions, en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser.'}]","{'origine': '1', 'urlOrigine': 'https://candidat.francetravail.fr/offres/recherche/detail/192FJVN'}",False,{'horaires': ['35H Travail en journée']},"[{'niveauLibelle': 'Aucune formation scolaire', 'commentaire': 'CACES R482 CONDUCTEUR D ENGINS', 'exigence': 'E'}]",,
192FJVL,Cuisinier / Cuisinière de collectivité (H/F),"POSTE : Cuisinier en EHPAD proche Poitiers, à Quinçay
DESCRIPTION : Nous recherchons un Cuisinier H/F pour un EHPAD à Quinçay(86). Vous serez accompagné(e) par le chef de Cuisine. Equipe de trois personnes. 72 Résidents.

Salaire : à partir de 1670€ Net par mois  (incluant prime SEGUR, 2 Dimanches travaillés), + reprise d'ancienneté conventionnelle + repas. Négociable en fonction des expériences. 

Vos missions :

Vous inscrire dans notre démarche visant à privilégier les produits frais, être au maximum dans le ""fait maison"", tout en privilégiant les circuits courts. 

-  Ravir les papilles des Résidents avec des produits frais, locaux et de qualité (avec des  régimes et textures modifiées)
-  Remplacer votre Chef de Cuisine pendant ses congés.
-  Assurer la traçabilité des produits, le bon respect et le contrôle des normes d'hygiène et sécurité.

NOTRE PROPOSITION :
Localisation : Quinçay (86190) - à moins de10 min de Poitiers. 

Date prise de poste : Fin Mai.
Horaires : Planning de 10H : 6h45 -18h45 avec un temps de pause dans la journée (2h de pause) soit 1 semaine 3j de travail et 1 semaine 4j de travail

Vous avez surtout la possibilité d'apporter votre créativité et vos idées. Le ""Bien manger"" est une valeur centrale et primordiale. 

L'Esprit d'Equipe, la créativité et la force de proposition sont indispensables !

Si vous vous reconnaissez dans ces quelques lignes, contactez nous.",2025-05-09T21:09:32.177Z,2025-05-09T21:09:32.540Z,"{'libelle': '86 - QUINCAY', 'latitude': 46.609006, 'longitude': 0.226267, 'codePostal': '86190', 'commune': '86204'}",G1606,Cuisinier / Cuisinière de collectivité,Cuisinier / Cuisinière de collectivité,"{'nom': ""LES JARDINS D'EDEN"", 'entrepriseAdaptee': False}",CDI,CDI,Contrat travail,E,12 Mois,"[{'code': '124919', 'libelle': 'Cuire des viandes, poissons ou légumes', 'exigence': 'S'}, {'code': '124935', 'libelle': 'Dresser des plats pour le service', 'exigence': 'S'}, {'code': '124947', 'libelle': 'Éplucher des légumes et des fruits', 'exigence': 'S'}, {'code': '104207', 'libelle': 'Préparer les viandes et les poissons', 'exigence': 'S'}]","{'libelle': 'Mensuel de 2182.0 Euros à 2183.0 Euros sur 12.0 mois', 'complement1': 'Primes'}",35H Travail en journée,Temps plein,False,"{'nom': ""LES JARDINS D'EDEN - M. MICHAEL MATEO MAS"", 'coordonnees1': 'Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/192FJVL', 'courriel': 'Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/192FJVL'}",{},1,False,1,Jamais,5,Employé non qualifié,87.30A,87,Hébergement social pour personnes âgées,"[{'libelle': ""Faire preuve d'autonomie"", 'description': ""Capacité à prendre en charge son activité sans devoir être encadré de façon continue (le cas échéant, à solliciter les autres acteurs de l'entreprise).""}, {'libelle': 'Gérer son stress', 'description': 'Capacité à garder le contrôle de soi pour agir efficacement face à des situations irritantes, imprévues, stressantes.'}, {'libelle': 'Organiser son travail selon les priorités et les objectifs', 'description': 'Capacité à planifier, prioriser, anticiper des actions, en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser.'}]","{'origine': '1', 'urlOrigine': 'https://candidat.francetravail.fr/offres/recherche/detail/192FJVL'}",False,{'horaires': ['35H Travail en journée']},,,
